id,basisOfRecord,organismName,organismQuantity,organismQuantityType,occurrenceID,occurrenceStatus,scientificName,scientificNameID,taxonID,kingdom
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-08-17T17:53:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-08-17T17:53:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-08-17T17:53:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-08-17T17:53:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-08-17T17:53:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-17T17:53:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-08-17T17:53:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Alexandrium,360,Cells per L,2015-08-24T13:56:00UTC_Alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-08-24T13:56:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Dinophysis_spp,1500,Cells per L,2015-08-24T13:56:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-08-24T13:56:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Karenia,0,Cells per L,2015-08-24T13:56:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-08-24T13:56:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-08-24T13:56:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-08-24T13:56:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-08-24T13:56:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-08-24T13:56:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-24T13:56:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-08-24T13:56:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Alexandrium,375,Cells per L,2015-08-25T03:59:59UTC_Alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-08-25T03:59:59UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Dinophysis_spp,1537.5,Cells per L,2015-08-25T03:59:59UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-08-25T03:59:59UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Karenia,0,Cells per L,2015-08-25T03:59:59UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-08-25T03:59:59UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-08-25T03:59:59UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-08-25T03:59:59UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-08-25T03:59:59UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-08-25T03:59:59UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-25T03:59:59UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-08-25T03:59:59UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Alexandrium,0,Cells per L,2015-08-31T13:45:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-08-31T13:45:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Dinophysis_spp,780,Cells per L,2015-08-31T13:45:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-08-31T13:45:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Karenia,0,Cells per L,2015-08-31T13:45:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-08-31T13:45:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-08-31T13:45:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-08-31T13:45:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Protoperidinium,405,Cells per L,2015-08-31T13:45:00UTC_Protoperidinium,present,Protoperidinium,(urn:lsid:marinespecies.org:taxname:109553),NCBI:txid261839,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-08-31T13:45:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-08-31T13:45:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-08-31T13:45:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-08-31T13:45:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Alexandrium,0,Cells per L,2015-08-31T14:50:00UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-08-31T14:50:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Dinophysis_spp,1125,Cells per L,2015-08-31T14:50:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-08-31T14:50:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Karenia,0,Cells per L,2015-08-31T14:50:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-08-31T14:50:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-08-31T14:50:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-08-31T14:50:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-08-31T14:50:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-08-31T14:50:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-08-31T14:50:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-08-31T14:50:00UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Alexandrium,0,Cells per L,2015-09-14T17:01:59UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-09-14T17:01:59UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Dinophysis_spp,240,Cells per L,2015-09-14T17:01:59UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-09-14T17:01:59UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Karenia,0,Cells per L,2015-09-14T17:01:59UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-09-14T17:01:59UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-09-14T17:01:59UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-09-14T17:01:59UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-09-14T17:01:59UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-09-14T17:01:59UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-14T17:02:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-09-14T17:01:59UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Alexandrium,15,Cells per L,2015-09-16T14:21:59UTC_Alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-09-16T14:21:59UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Dinophysis_spp,120,Cells per L,2015-09-16T14:21:59UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-09-16T14:21:59UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Karenia,0,Cells per L,2015-09-16T14:21:59UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-09-16T14:21:59UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-09-16T14:21:59UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-09-16T14:21:59UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-09-16T14:21:59UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-09-16T14:21:59UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-16T14:22:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-09-16T14:21:59UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Alexandrium,0,Cells per L,2015-09-21T14:44:59UTC_Alexandrium,absent,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-09-21T14:44:59UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Dinophysis_spp,382.5,Cells per L,2015-09-21T14:44:59UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-09-21T14:44:59UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Karenia,0,Cells per L,2015-09-21T14:44:59UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-09-21T14:44:59UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-09-21T14:44:59UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-09-21T14:44:59UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-09-21T14:44:59UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-09-21T14:44:59UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
MDIBL-habs_MDIBL_Dock_22G_2015-09-21T14:45:00UTC,HumanObservation,Pseudo_nitzschia_spp,0,Cells per L,2015-09-21T14:44:59UTC_Pseudo_nitzschia_spp,absent,Pseudo-nitzschia,(urn:lsid:marinespecies.org:taxname:149151),NCBI:txid41953,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Alexandrium,15,Cells per L,2015-09-23T14:06:00UTC_Alexandrium,present,Alexandrium,(urn:lsid:marinespecies.org:taxname:109470),NCBI:txid2924,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Dinophysis_acuminata,0,Cells per L,2015-09-23T14:06:00UTC_Dinophysis_acuminata,absent,Dinophysis acuminata,(urn:lsid:marinespecies.org:taxname:109603),NCBI:txid47934,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Dinophysis_spp,457.5,Cells per L,2015-09-23T14:06:00UTC_Dinophysis_spp,present,Dinophysis,(urn:lsid:marinespecies.org:taxname:109462),NCBI:txid47933,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Dinophysis_norvegica,0,Cells per L,2015-09-23T14:06:00UTC_Dinophysis_norvegica,absent,Dinophysis norvegica,(urn:lsid:marinespecies.org:taxname:109637),NCBI:txid120300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Karenia,0,Cells per L,2015-09-23T14:06:00UTC_Karenia,absent,Karenia,(urn:lsid:marinespecies.org:taxname:231788),NCBI:txid156229,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Margalefidinium_polykrikoides,0,Cells per L,2015-09-23T14:06:00UTC_Margalefidinium_polykrikoides,absent,Margalefidinium polykrikoides,(urn:lsid:marinespecies.org:taxname:990876),NCBI:txid77300,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Prorocentrum_spp,0,Cells per L,2015-09-23T14:06:00UTC_Prorocentrum_spp,absent,Prorocentrum,(urn:lsid:marinespecies.org:taxname:109566),NCBI:txid2944,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Prorocentrum_lima,0,Cells per L,2015-09-23T14:06:00UTC_Prorocentrum_lima,absent,Prorocentrum lima,(urn:lsid:marinespecies.org:taxname:110301),NCBI:txid39448,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Pseudo_nitzschia_small,0,Cells per L,2015-09-23T14:06:00UTC_Pseudo_nitzschia_small,absent,Pseudo-nitzschia seriata,(urn:lsid:marinespecies.org:taxname:149152),NCBI:txid186176,Chromista
MDIBL-habs_Bar_Harbor_Town_Pier_22D_2015-09-23T14:06:00UTC,HumanObservation,Pseudo_nitzschia_large,0,Cells per L,2015-09-23T14:06:00UTC_Pseudo_nitzschia_large,absent,Pseudo-nitzschia delicatissima,(urn:lsid:marinespecies.org:taxname:149153),NCBI:txid44447,Chromista
